unit_id,speed,date
8103,1221521.197368421053,2018-07-02 00:00:00
8103,1217910.500000000000,2018-07-09 00:00:00
8103,1240487.246575342466,2018-07-16 00:00:00
8103,1234939.844155844156,2018-07-23 00:00:00
8103,1229866.975000000000,2018-07-30 00:00:00
8103,1232646.955056179775,2018-08-06 00:00:00
8103,1220347.837500000000,2018-08-13 00:00:00
8103,1166058.650602409639,2018-08-20 00:00:00
8103,1193280.400000000000,2018-08-27 00:00:00
8103,1213589.479452054795,2018-09-03 00:00:00
8103,1205393.629629629630,2018-09-10 00:00:00
8103,1215431.494117647059,2018-09-17 00:00:00
8103,1150991.297619047619,2018-09-24 00:00:00
8105,10254466.533333333333,2018-06-25 00:00:00
8105,10209982.553398058252,2018-07-02 00:00:00
8105,10190548.872549019608,2018-07-09 00:00:00
8105,10151907.870000000000,2018-07-16 00:00:00
8105,10238125.885057471264,2018-07-23 00:00:00
8105,10287197.340000000000,2018-07-30 00:00:00
8105,10179208.391304347826,2018-08-06 00:00:00
8105,10152131.632653061224,2018-08-13 00:00:00
8105,10045589.262626262626,2018-08-20 00:00:00
8105,10034456.583333333333,2018-08-27 00:00:00
8105,10165039.281553398058,2018-09-03 00:00:00
8105,10210936.543689320388,2018-09-10 00:00:00
8105,10212202.417582417582,2018-09-17 00:00:00
8105,10199547.390000000000,2018-09-24 00:00:00
8106,3378726.125000000000,2018-06-25 00:00:00
8106,3351629.696428571429,2018-07-02 00:00:00
8106,3314890.412698412698,2018-07-09 00:00:00
8106,3207124.868852459016,2018-07-16 00:00:00
8106,3318187.101694915254,2018-07-23 00:00:00
8106,3268686.677419354839,2018-07-30 00:00:00
8106,3310292.213114754098,2018-08-06 00:00:00
8106,3263497.218181818182,2018-08-13 00:00:00
8106,3241588.931034482759,2018-08-20 00:00:00
8106,3271796.032786885246,2018-08-27 00:00:00
8106,3241664.322580645161,2018-09-03 00:00:00
8106,3191097.935483870968,2018-09-10 00:00:00
8106,3232851.385964912281,2018-09-17 00:00:00
8106,3203477.862068965517,2018-09-24 00:00:00
8117,13075086.333333333333,2018-06-25 00:00:00
8117,12858952.563829787234,2018-07-02 00:00:00
8117,12994216.428571428571,2018-07-09 00:00:00
8117,13040959.857142857143,2018-07-16 00:00:00
8117,12523847.905882352941,2018-07-23 00:00:00
8117,12840248.811764705882,2018-07-30 00:00:00
8117,12568717.097560975610,2018-08-06 00:00:00
8117,13371690.666666666667,2018-08-13 00:00:00
8117,12509743.364705882353,2018-08-20 00:00:00
8117,12170724.654761904762,2018-08-27 00:00:00
8117,12146156.536842105263,2018-09-03 00:00:00
8117,13191909.094736842105,2018-09-10 00:00:00
8117,13007441.244897959184,2018-09-17 00:00:00
8117,12725021.340659340659,2018-09-24 00:00:00
8143,8420944.266666666667,2018-06-25 00:00:00
8143,8219277.244680851064,2018-07-02 00:00:00
8143,8528677.204819277108,2018-07-09 00:00:00
8143,8227490.416666666667,2018-07-16 00:00:00
8143,8357229.392857142857,2018-07-23 00:00:00
8143,8515432.023809523810,2018-07-30 00:00:00
8143,8432230.833333333333,2018-08-06 00:00:00
8143,7404909.451219512195,2018-08-13 00:00:00
8143,8459086.452380952381,2018-08-20 00:00:00
8143,8233189.619047619048,2018-08-27 00:00:00
8143,7361083.380952380952,2018-09-03 00:00:00
8143,7862551.273809523810,2018-09-10 00:00:00
8143,8280791.035714285714,2018-09-17 00:00:00
8143,8158667.738095238095,2018-09-24 00:00:00
8172,13706520.714285714286,2018-06-25 00:00:00
8172,13562855.603448275862,2018-07-02 00:00:00
8172,13271234.166666666667,2018-07-09 00:00:00
8172,13245311.000000000000,2018-07-16 00:00:00
